,publishing_date,author,tags_archive,title
446,2017-04-18T13:39:24-06:00,EFE,[],Desarticulan red de pornografía que operaba por WhatsApp
196,2018-01-14T16:59:00-06:00,BBC News Mundo,[],Varios modelos acusan a los fotógrafos de modas Mario Testino y Bruce Weber de “explotación sexual”
420,2019-11-25T11:48:22-06:00,Forbes,[],"Robo de servicios de streaming y “sextorsión”, entre las 10 amenazas digitales para el 2020"
